code,name,market
2242,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,11
2243,グローバルＸ　半導体　ＥＴＦ,11
2244,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,11
2245,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,11
2246,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,11
2247,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,11
2248,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,11
2249,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,11
224A,グローバルＸ　ウラニウムビジネス　ＥＴＦ,11
2250,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,11
2251,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,11
2252,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,11
2253,グローバルＸ　スーパーディビィデンド－ＵＳ　ＥＴＦ,11
2254,グローバルＸ　チャイナＥＶ＆バッテリー　ＥＴＦ,11
2255,ｉシェアーズ　米国債２０年超　ＥＴＦ,11
2256,ｉシェアーズ　米国総合債券　ＥＴＦ,11
2257,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ,11
2258,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ,11
2259,ｉシェアーズ　フランス国債７－１０年　ＥＴＦ（為替ヘッジあり）,11
2264,森永乳業,1
2266,六甲バター,1
2267,ヤクルト本社,1
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,2
2269,明治ホールディングス,1
2270,雪印メグミルク,1
2281,プリマハム,1
2282,日本ハム,1
2286,林兼産業,2
2288,丸大食品,1
228A,オプロ,3
2291,福留ハム,2
2292,Ｓ　Ｆｏｏｄｓ,1
2293,滝沢ハム,2
2294,柿安本店,1
2296,伊藤ハム米久ホールディングス,1
2300,きょくとう,2
2301,学情,1
2303,ドーン,2
2304,ＣＳＳホールディングス,2
2305,スタジオアリス,2
2307,クロスキャット,1
2311,エプコ,2
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,2
2317,システナ,1
2321,ソフトフロントホールディングス,3
2323,ｆｏｎｆｕｎ,2
2325,ＮＪＳ,1
2326,デジタルアーツ,1
2327,日鉄ソリューションズ,1
2329,東北新社,2
2330,フォーサイド,2
2331,綜合警備保障,1
2332,クエスト,2
2334,イオレ,3
2335,キューブシステム,1
2337,いちご,1
2338,クオンタムソリューションズ,2
233A,ｉＦｒｅｅＥＴＦ　インドＮｉｆｔｙ５０,11
2340,極楽湯ホールディングス,2
2341,アルバイトタイムス,2
2342,トランスジェニックグループ,3
2344,平安レイサービス,2
2345,クシム,2
2349,エヌアイデイ,2
234A,グローバルＸ　ＭＳＣＩ　キャッシュフローキング－日本株式　ＥＴＦ,11
2351,ＡＳＪ,3
2353,日本駐車場開発,1
2354,ＹＥ　ＤＩＧＩＴＡＬ,2
2359,コア,1
235A,グローバルＸ　高配当３０－日本株式　ＥＴＦ,11
236A,ｉシェアーズ　日本国債７－１０年　ＥＴＦ,11
2370,メディネット,3
2371,カカクコム,1
2372,アイロムグループ,1
2373,ケア２１,2
2374,セントケア・ホールディング,1
2375,ギグワークス,2
2376,サイネックス,2
2378,ルネサンス,1
2379,ディップ,1
237A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ,11
2384,ＳＢＳホールディングス,1
2385,総医研ホールディングス,3
2388,ウェッジホールディングス,3
2389,デジタルホールディングス,1
238A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ（為替ヘッジあり）,11
2391,プラネット,2
2393,日本ケアサプライ,2
2395,新日本科学,1
2397,ＤＮＡチップ研究所,2
2404,鉄人化ホールディングス,2
2408,ＫＧ情報,2
2410,キャリアデザインセンター,1
2411,ゲンダイエージェンシー,2
2413,エムスリー,1
2415,ヒューマンホールディングス,2
2418,ツカダ・グローバルホールディング,2
241A,ＲＯＸＸ,3
2424,ブラス,2
2425,ケアサービス,2
2428,ウェルネット,2
2429,ワールドホールディングス,1
2432,ディー・エヌ・エー,1
2433,博報堂ＤＹホールディングス,1
2435,シダー,2
2436,共同ピーアール,2
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,2
2438,アスカネット,3
2440,ぐるなび,1
2445,タカミヤ,1
2449,プラップジャパン,2
244A,グロースエクスパートナーズ,3
2454,オールアバウト,2
2459,アウンコンサルティング,2
245A,ＩＮＧＳ,3
2461,ファンコミュニケーションズ,1
2462,ライク,1
2464,Ａｏｂａ‐ＢＢＴ,2
2469,ヒビノ,2
246A,アスア,3
2471,エスプール,1
2475,ＷＤＢホールディングス,1
2477,手間いらず,2
2479,ジェイテック,3
247A,Ａｉロボティクス,3
2480,システム・ロケーション,2
2481,タウンニュース社,2
2483,翻訳センター,2
2484,出前館,2
2485,ティア,2
2488,ＪＴＰ,2
2489,アドウェイズ,1
248A,キッズスター,3
2491,バリューコマース,1
2492,インフォマート,1
2493,イーサポートリンク,2
2497,ユナイテッド,3
2498,オリエンタルコンサルタンツホールディングス,2
2499,日本和装ホールディングス,2
2501,サッポロホールディングス,1
2502,アサヒグループホールディングス,1
2503,キリンホールディングス,1
250A,シマダヤ,2
2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,11
2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,11
2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,11
2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,11
2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,11
2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,11
2516,東証グロース２５０ＥＴＦ,11
2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,11
2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,11
2519,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,11
2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,11
2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,11
2522,ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,11
2523,ＭＡＸＩＳトピックス（除く金融）上場投信,11
2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,11
2525,ＮＺＡＭ　上場投信　日経２２５,11
2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,11
2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,11
2528,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数,11
2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,11
2530,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,11
2531,宝ホールディングス,1
2533,オエノンホールディングス,1
253A,ＥＴＳグループ,2
2540,養命酒製造,1
254A,ＡＩフュージョンキャピタルグループ,2
2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,11
2553,Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,11
2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,11
2555,東証ＲＥＩＴ　ＥＴＦ,11
2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,11
2557,ＳＭＤＡＭ　トピックス上場投信,11
2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,11
2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,11
255A,ジーエルテクノホールディングス,2
2560,ＭＡＸＩＳカーボン・エフィシェント日本株上場投信,11
2561,ｉシェアーズ・コア　日本国債　ＥＴＦ,11
2562,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,11
2563,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,11
2564,グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,11
2565,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,11
2566,上場インデックスファンド日経ＥＳＧリート,11
2567,ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,11
2568,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,11
2569,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり,11
256A,飛島ホールディングス,1
2573,北海道コカ・コーラボトリング,2
2579,コカ・コーラ　ボトラーズジャパンホールディングス,1
257A,ＳＭＴ　ＥＴＦ日本株厳選投資アクティブ,11
2585,ライフドリンク　カンパニー,1
2586,フルッタフルッタ,3
2587,サントリー食品インターナショナル,1
2588,プレミアムウォーターホールディングス,2
258A,ＳＭＴ　ＥＴＦ国内リート厳選投資アクティブ,11
2590,ダイドーグループホールディングス,1
2593,伊藤園,1
25935,伊藤園第１種優先株式,1
2594,キーコーヒー,1
2597,ユニカフェ,2
2602,日清オイリオグループ,1
2607,不二製油グループ本社,1
260A,オルツ,3
2612,かどや製油,2
2613,Ｊ－オイルミルズ,1
261A,日水コン,2
2620,ｉシェアーズ　米国債１－３年　ＥＴＦ,11
2621,ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,11
2622,ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）,11
2623,ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）,11
2624,ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,11
2625,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,11
2626,グローバルＸ　デジタル・イノベーション－日本株式　ＥＴＦ,11
2627,グローバルＸ　ｅコマース－日本株式　ＥＴＦ,11
2628,ｉＦｒｅｅＥＴＦ　中国科創板５０（ＳＴＡＲ５０）,11
2629,ｉＦｒｅｅＥＴＦ　中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）,11
262A,インターメスティック,1
2630,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,11
2631,ＭＡＸＩＳナスダック１００上場投信,11
2632,ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）,11
2633,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジなし）連動型上場投信,11
2634,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり）連動型上場投信,11
2635,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００スコアリング＆スクリーニング指数連動型上場投信,11
2636,グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティ－日本株式　ＥＴＦ,11
2637,グローバルＸ　クリーンテック－日本株式　ＥＴＦ,11
2638,グローバルＸ　ロボティクス＆ＡＩ－日本株式　ＥＴＦ,11
2639,グローバルＸ　バイオ＆メドテック－日本株式　ＥＴＦ,11
2640,グローバルＸ　ゲーム＆アニメ－日本株式　ＥＴＦ,11
2641,グローバルＸ　グローバルリーダーズ－日本株式　ＥＴＦ,11
2642,ＳＭＴ　ＥＴＦカーボン・エフィシェント日本株,11
2643,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリー指数（セレクト）連動型上場投信,11
2644,グローバルＸ　半導体関連－日本株式　ＥＴＦ,11
2645,グローバルＸ　レジャー＆エンターテインメント－日本株式　ＥＴＦ,11
2646,グローバルＸ　メタルビジネス－日本株式　ＥＴＦ,11
2647,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信,11
2648,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,11
2649,ｉシェアーズ　米国政府系機関ジニーメイＭＢＳ　ＥＴＦ（為替ヘッジあり）,11
264A,Ｓｃｈｏｏ,3
2652,まんだらけ,2
2653,イオン九州,2
2654,アスモ,2
2656,ベクターホールディングス,2
2659,サンエー,1
265A,Ｈｍｃｏｍｍ,3
2664,カワチ薬品,1
2666,オートウェーブ,2
2667,イメージ　ワン,2
2668,タビオ,2
2669,カネ美食品,2
2670,エービーシー・マート,1
2673,夢みつけ隊,2
2674,ハードオフコーポレーション,1
2676,高千穂交易,1
2678,アスクル,1
2681,ゲオホールディングス,1
2683,魚喜,2
2685,アダストリア,1
2686,ジーフット,2
2687,シー・ヴイ・エス・ベイエリア,2
2689,オルバヘルスケアホールディングス,2
268A,リガク・ホールディングス,1
2692,伊藤忠食品,1
2693,ＹＫＴ,2
2694,焼肉坂井ホールディングス,2
2695,くら寿司,1
2698,キャンドゥ,2
269A,Ｓａｐｅｅｔ,3
2700,木徳神糧,2
2702,日本マクドナルドホールディングス,2
2705,大戸屋ホールディングス,2
2708,久世,2
2721,ジェイホールディングス,2
2722,ＩＫホールディングス,2
2726,パルグループホールディングス,1
2730,エディオン,1
2733,あらた,1
2734,サーラコーポレーション,1
2735,ワッツ,2
2736,フェスタリアホールディングス,2
2737,トーメンデバイス,1
273A,ＳＢＩ　サウジアラビア株式上場投信,11
2742,ハローズ,1
2743,ピクセルカンパニーズ,2
2747,北雄ラッキー,2
2749,ＪＰホールディングス,1
274A,ガーデン,2
2750,石光商事,2
2751,テンポスホールディングス,2
2752,フジオフードグループ本社,1
2753,あみやき亭,1
2760,東京エレクトロン　デバイス,1
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,2
2763,エフティグループ,2
2764,ひらまつ,2
2767,円谷フィールズホールディングス,1
2768,双日,1
2769,ヴィレッジヴァンガードコーポレーション,2
276A,ククレブ・アドバイザーズ,3
2776,新都ホールディングス,2
2778,パレモ・ホールディングス,2
277A,グロービング,3
2780,コメ兵ホールディングス,2
2782,セリア,2
2784,アルフレッサ　ホールディングス,1
2788,アップルインターナショナル,2
2789,カルラ,2
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,3
2790,ナフコ,2
2791,大黒天物産,1
2792,ハニーズホールディングス,1
2795,日本プリメックス,2
2796,ファーマライズホールディングス,2
2798,ワイズテーブルコーポレーション,2
2801,キッコーマン,1
2802,味の素,1
2804,ブルドックソース,1
2805,ヱスビー食品,2
2806,ユタカフーズ,2
2809,キユーピー,1
280A,ＴＭＨ,3
2810,ハウス食品グループ本社,1
2811,カゴメ,1
2813,和弘食品,2
2814,佐藤食品工業,2
2815,アリアケジャパン,1
2816,ダイショー,2
2818,ピエトロ,2
2819,エバラ食品工業,2
281A,インフォメティス,3
2820,やまみ,2
282A,グローバルＸ　半導体・トップ１０－日本株式　ＥＴＦ,11
2830,アヲハタ,2
2831,はごろもフーズ,2
2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,11
2837,グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ,11
2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,11
2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,11
283A,グローバルＸ　ＵＳ　テック・配当貴族　ＥＴＦ,11
2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,11
2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,11
2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,11
2843,上場インデックスファンド豪州国債（為替ヘッジあり）,11
2844,上場インデックスファンド豪州国債（為替ヘッジなし）,11
2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,11
2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,11
2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,11
2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,11
2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,11
2850,ＮＥＸＴ　ＦＵＮＤＳ　ＳｏｌａｃｔｉｖｅジャパンＥＳＧコア指数連動型上場投信,11
2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,11
2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,11
2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,11
2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,11
2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,11
2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,11
2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,11
2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,11
2859,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,11
285A,キオクシアホールディングス,1
2860,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,11
2861,上場インデックスファンドフランス国債（為替ヘッジなし）,11
2862,上場インデックスファンドフランス国債（為替ヘッジあり）,11
2863,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ米国株式・債券バランス保守型指数（為替ヘッジあり）連動型上場投信,11
2864,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,11
2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,11
2866,グローバルＸ　米国優先証券　ＥＴＦ,11
2867,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,11
2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,11
2869,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,11
286A,ユカリア,3
2870,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,11
2871,ニチレイ,1
2872,セイヒョー,2
2874,横浜冷凍,1
2875,東洋水産,1
2876,デルソーレ,2
2877,日東ベスト,2
287A,黒田グループ,2
2882,イートアンドホールディングス,1
2883,大冷,2
2884,ヨシムラ・フード・ホールディングス,1
288A,ラクサス・テクノロジーズ,3
2892,日本食品化工,2
2894,石井食品,2
2897,日清食品ホールディングス,1
2901,ウェルディッシュ,2
2903,シノブフーズ,2
2904,一正蒲鉾,2
2907,あじかん,2
2908,フジッコ,1
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,3
2910,ロック・フィールド,1
2911,旭松食品,2
2914,日本たばこ産業,1
2915,ケンコーマヨネーズ,1
2916,仙波糖化工業,2
2917,大森屋,2
2918,わらべや日洋ホールディングス,1
291A,リスキル,3
2922,なとり,1
2923,サトウ食品,2
2924,イフジ産業,2
2926,篠崎屋,2
2927,ＡＦＣ－ＨＤアムスライフサイエンス,2
2929,ファーマフーズ,1
2930,北の達人コーポレーション,1
2931,ユーグレナ,1
2932,ＳＴＩフードホールディングス,2
2933,紀文食品,1
2934,ジェイフロンティア,3
2935,ピックルスホールディングス,1
2936,ベースフード,3
2937,サンクゼール,3
2938,オカムラ食品工業,2
294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,11
295A,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,11
2961,日本調理機,2
2962,テクニスコ,2
296A,令和アカウンティング・ホールディングス,3
2970,グッドライフカンパニー,2
2975,スター・マイカ・ホールディングス,1
2978,ツクルバ,3
297A,アルピコホールディングス,2
2980,ＳＲＥホールディングス,1
2981,ランディックス,3
2982,ＡＤワークスグループ,1
2983,アールプランナー,3
2984,ヤマイチ・ユニハイムエステート,2
2986,ＬＡホールディングス,3
298A,ＧＶＡ　ＴＥＣＨ,3
2991,ランドネット,2
2993,長栄,2
2997,ストレージ王,3
2998,クリアル,3
2999,ホームポジション,2
299A,ｄｅｌｙ,3
3001,片倉工業,2
3002,グンゼ,1
3003,ヒューリック,1
3004,神栄,2
300A,ＭＩＣ,2
3010,ポラリス・ホールディングス,2
3011,バナーズ,2
3020,アプライド,2
3021,パシフィックネット,2
3023,ラサ商事,2
3024,クリエイト,2
3028,アルペン,1
302A,ビースタイルホールディングス,3
3030,ハブ,2
3031,ラクーンホールディングス,1
3034,クオールホールディングス,1
3035,ケイティケイ,2
3036,アルコニックス,1
3038,神戸物産,1
303A,ｖｉｓｕｍｏ,3
3040,ソリトンシステムズ,1
3041,ビューティカダンホールディングス,2
3042,セキュアヴェイル,3
3045,カワサキ,2
3046,ジンズホールディングス,1
3048,ビックカメラ,1
304A,フォルシア,3
3050,ＤＣＭホールディングス,1
3053,ペッパーフードサービス,2
3054,ハイパー,2
3058,三洋堂ホールディングス,2
3059,ヒラキ,2
3063,ジェイグループホールディングス,3
3064,ＭｏｎｏｔａＲＯ,1
3065,ライフフーズ,2
3067,東京一番フーズ,2
3068,ＷＤＩ,2
3069,ＪＦＬＡホールディングス,2
3070,ジェリービーンズグループ,3
3071,ストリーム,2
3073,ＤＤグループ,1
3075,銚子丸,2
3076,あい　ホールディングス,1
3077,ホリイフードサービス,2
3079,ディーブイエックス,2
3080,ジェーソン,2
3082,きちりホールディングス,2
3083,スターシーズ,2
3086,Ｊ．フロント　リテイリング,1
3087,ドトール・日レスホールディングス,1
3088,マツキヨココカラ＆カンパニー,1
3089,テクノアルファ,2
3091,ブロンコビリー,1
3092,ＺＯＺＯ,1
3093,トレジャー・ファクトリー,1
3094,スーパーバリュー,2
3096,オーシャンシステム,2
3097,物語コーポレーション,1
3099,三越伊勢丹ホールディングス,1
3101,東洋紡,1
3103,ユニチカ,1
3104,富士紡ホールディングス,1
3105,日清紡ホールディングス,1
3106,倉敷紡績,1
3107,ダイワボウホールディングス,1
3109,シキボウ,1
3110,日東紡績,1
3111,オーミケンシ,2
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,2
3116,トヨタ紡織,1
3121,マーチャント・バンカーズ,2
3123,サイボー,2
3131,シンデン・ハイテックス,2
3132,マクニカホールディングス,1
3133,海帆,3
3134,Ｈａｍｅｅ,2
3135,マーケットエンタープライズ,1
3137,ファンデリー,3
3138,富士山マガジンサービス,3
3139,ラクト・ジャパン,1
313A,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,11
3140,ＢＲＵＮＯ,3
3141,ウエルシアホールディングス,1
3143,オーウイル,2
3148,クリエイトＳＤホールディングス,1
314A,ｉシェアーズ　ゴールド　ＥＴＦ,11
3150,グリムス,1
3151,バイタルケーエスケー・ホールディングス,1
3153,八洲電機,1
3154,メディアスホールディングス,1
3156,レスター,1
3157,ジオリーブグループ,2
3159,丸善ＣＨＩホールディングス,2
315A,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,11
3160,大光,2
3161,アゼアス,2
3166,ＯＣＨＩホールディングス,2
3167,ＴＯＫＡＩホールディングス,1
3168,ＭＥＲＦ,2
3169,ミサワ,2
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,11
3172,ティーライフ,2
3173,Ｃｏｍｉｎｉｘ,2
3174,ハピネス・アンド・ディ,2
3175,エー・ピーホールディングス,2
3176,三洋貿易,1
3177,ありがとうサービス,2
3178,チムニー,2
3179,シュッピン,1
3180,ビューティガレージ,1
3181,買取王国,2
3182,オイシックス・ラ・大地,1
3183,ウイン・パートナーズ,1
3184,ＩＣＤＡホールディングス,2
3185,夢展望,3
3186,ネクステージ,1
3187,ミラタップ,3
3189,ＡＮＡＰ,2
318A,ＶＩＸ短期先物指数ＥＴＦ,11
3190,ホットマン,2
3191,ジョイフル本田,1
3192,白鳩,2
3193,エターナルホスピタリティグループ,1
3195,ジェネレーションパス,3
3196,ホットランド,1
3197,すかいらーくホールディングス,1
3198,ＳＦＰホールディングス,1
3199,綿半ホールディングス,1
319A,技術承継機構,3
3201,日本毛織,1
3202,ダイトウボウ,2
3204,トーア紡コーポレーション,2
3205,ダイドーリミテッド,2
3221,ヨシックスホールディングス,1
3222,ユナイテッド・スーパーマーケット・ホールディングス,2
3223,エスエルディー,2
3224,ゼネラル・オイスター,3
3231,野村不動産ホールディングス,1
3232,三重交通グループホールディングス,1
3236,プロパスト,2
3237,イントランス,3
3238,セントラル総合開発,2
323A,フライヤー,3
3241,ウィル,2
3242,アーバネットコーポレーション,2
3245,ディア・ライフ,1
3246,コーセーアールイー,2
3248,アールエイジ,2
324A,ブッキングリゾート,3
3252,地主,1
3254,プレサンスコーポレーション,2
325A,ＴＥＮＴＩＡＬ,3
3261,グランディーズ,3
3264,アスコット,2
3266,ファンドクリエーショングループ,2
3267,フィル・カンパニー,2
3271,ＴＨＥグローバル社,2
3276,ＪＰＭＣ,1
3277,サンセイランディック,2
3280,エストラスト,2
3284,フージャースホールディングス,1
3286,トラストホールディングス,3
3288,オープンハウスグループ,1
3289,東急不動産ホールディングス,1
328A,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,11
3291,飯田グループホールディングス,1
3293,アズマハウス,2
3294,イーグランド,2
3297,東武住販,2
3299,ムゲンエステート,2
3300,アンビション　ＤＸ　ホールディングス,3
3302,帝国繊維,1
3306,日本製麻,2
3315,日本コークス工業,1
3317,フライングガーデン,2
3319,ゴルフダイジェスト・オンライン,1
3320,クロスプラス,2
3321,ミタチ産業,2
3323,レカム,2
3326,ランシステム,2
3328,ＢＥＥＮＯＳ,1
3329,東和フードサービス,2
3333,あさひ,1
3341,日本調剤,1
3347,トラスト,2
3349,コスモス薬品,1
3350,メタプラネット,2
3352,バッファロー,2
3353,メディカル一光グループ,2
3355,クリヤマホールディングス,2
3358,ワイエスフード,2
3359,ｃｏｔｔａ,3
3360,シップヘルスケアホールディングス,1
3361,トーエル,2
3370,フジタコーポレーション,2
3371,ソフトクリエイトホールディングス,1
3372,関門海,2
3374,内外テック,2
3375,ＺＯＡ,2
3377,バイク王＆カンパニー,2
3382,セブン＆アイ・ホールディングス,1
3386,コスモ・バイオ,2
3387,クリエイト・レストランツ・ホールディングス,1
3388,明治電機工業,1
3391,ツルハホールディングス,1
3392,デリカフーズホールディングス,2
3393,スターティアホールディングス,1
3395,サンマルクホールディングス,1
3396,フェリシモ,2
3397,トリドールホールディングス,1
3399,丸千代山岡家,2
3401,帝人,1
3402,東レ,1
3405,クラレ,1
3407,旭化成,1
3409,北日本紡績,2
